n_tokens,time_ratio,on_ratio,off_ratio,pitch_mean,pitch_std,pitch_range
27104,0.4370572609208973,0.2814713695395514,0.2814713695395514,64.59365578712806,14.630272471269134,83.0
28061,0.43622821709846404,0.281885891450768,0.281885891450768,64.5378002528445,14.78810382986891,84.0
26592,0.4323104693140794,0.28384476534296027,0.28384476534296027,64.68203497615262,14.395774585154033,83.0
27507,0.42625513505653106,0.2868724324717345,0.2868724324717345,64.89443670003801,14.958079663759126,85.0
26827,0.42923174413836807,0.28538412793081597,0.28538412793081597,65.17032392894461,14.20176623743984,84.0
28198,0.42754805305340804,0.286225973473296,0.286225973473296,64.6159088093173,14.64394801256588,84.0
12711,0.45197073400991267,0.27401463299504364,0.27401463299504364,66.10651737008327,13.432912837609473,60.0
45491,0.4360642764502869,0.28196786177485655,0.28196786177485655,63.494893583846576,13.012364107715628,77.0
27183,0.43626531287937315,0.28186734356031345,0.28186734356031345,69.99634560167058,16.374116978416644,84.0
11214,0.45532370251471377,0.2723381487426431,0.2723381487426431,66.25605762933857,18.01005470224392,87.0
25915,0.4593092803395717,0.2703453598302142,0.2703453598302142,67.12532115329718,13.779139408801583,84.0
5804,0.46106133700895935,0.2694693314955203,0.2694693314955203,65.13171355498721,14.003262019672649,79.0
5884,0.46261046906866077,0.2686947654656696,0.2686947654656696,64.50853889943075,14.37276253191332,74.0
3591,0.46421609579504314,0.2678919521024784,0.2678919521024784,65.997920997921,12.873686512011977,64.0
17465,0.45170340681362725,0.27414829659318635,0.27414829659318635,63.647869674185465,13.220262323272232,77.0
29876,0.4635828089436337,0.26820859552818316,0.26820859552818316,66.34394109571946,14.11393132066231,84.0
7240,0.474585635359116,0.262707182320442,0.262707182320442,64.02996845425868,13.03746304254611,77.0
5120,0.47421875,0.262890625,0.262890625,64.09361069836552,10.47888292751773,64.0
4886,0.4645927138763815,0.26770364306180927,0.26770364306180927,64.24847094801223,10.319300188365311,62.0
10923,0.455644053831365,0.2721779730843175,0.2721779730843175,67.14026236125126,17.042975206818245,87.0
27075,0.45824561403508773,0.27087719298245616,0.27087719298245616,61.02904281428961,15.439753397806495,83.0
21406,0.4591236102027469,0.2704381948986265,0.2704381948986265,65.95335982034894,12.957811922433208,81.0
27027,0.45047545047545046,0.27476227476227477,0.27476227476227477,67.14395367627256,13.635086439544562,84.0
22352,0.45624552612741587,0.27187723693629207,0.27187723693629207,65.77719269376337,12.888123294396442,81.0
26766,0.4567735186430546,0.2716132406784727,0.2716132406784727,67.0433287482806,13.736763549901402,84.0
7554,0.4654487688641779,0.267275615567911,0.267275615567911,70.04210004952947,14.584817455012342,82.0
21494,0.46654880431748397,0.26672559784125804,0.26672559784125804,66.1667538810396,12.866111261507822,81.0
10319,0.45556739994185486,0.2722163000290726,0.2722163000290726,64.13385546457815,13.158746370095797,81.0
17709,0.443559771867412,0.278220114066294,0.278220114066294,67.83011974832556,12.843145221554018,84.0
16975,0.44883652430044185,0.2755817378497791,0.2755817378497791,67.66631038905516,12.738516280648469,84.0
16734,0.44579897215250386,0.27710051392374807,0.27710051392374807,67.88419236575372,12.739631567930441,84.0
17338,0.4540316068750721,0.272984196562464,0.272984196562464,67.86794844707374,12.685808676083653,84.0
17052,0.45554773633591367,0.27222613183204314,0.27222613183204314,67.76044808272296,12.663490236819554,84.0
17301,0.4520547945205479,0.273972602739726,0.273972602739726,67.56835443037974,12.87870100150607,84.0
5836,0.4609321453050034,0.26953392734749826,0.26953392734749826,64.29942784488239,13.566674360392394,79.0
11653,0.46211276066249035,0.26894361966875485,0.26894361966875485,65.15890236119975,18.491023595607487,83.0
5111,0.4408139307376247,0.2795930346311876,0.2795930346311876,68.14135759272219,15.071219908671242,77.0
11379,0.4544336057650057,0.27278319711749716,0.27278319711749716,66.36243556701031,17.443199979112556,85.0
6222,0.4532304725168756,0.2733847637415622,0.2733847637415622,60.154027042915935,14.171695236070175,75.0
11001,0.4535042268884647,0.27324788655576765,0.27324788655576765,67.53326679973387,16.679617456535073,85.0
3621,0.4664457332228666,0.2667771333885667,0.2667771333885667,56.3592132505176,13.412408619300539,66.0
6038,0.46505465385889366,0.26747267307055317,0.26747267307055317,68.27863777089783,11.039209965312905,66.0
5116,0.4437060203283815,0.2781469898358092,0.2781469898358092,68.16163035839776,15.099176119188199,77.0
35434,0.4503584128238415,0.27482079358807926,0.27482079358807926,65.03953583898131,14.941866464893623,85.0
20396,0.4637183761521867,0.26814081192390665,0.26814081192390665,63.87365149021759,13.223660020752183,78.0
15923,0.4720844062048609,0.26395779689756954,0.26395779689756954,59.97287651677373,14.345826502014896,79.0
14361,0.47608105285147273,0.26195947357426363,0.26195947357426363,62.44417862838915,11.82789907693469,79.0
4545,0.456985698569857,0.27150715071507153,0.27150715071507153,66.97893030794165,10.393375125803834,53.0
6016,0.472406914893617,0.2637965425531915,0.2637965425531915,66.0119722747322,11.15149650531219,61.0
3717,0.4737691686844229,0.26311541565778856,0.26311541565778856,64.74130879345603,9.932262973553017,49.0
4714,0.481120067882902,0.259439966058549,0.259439966058549,65.75143090760425,8.21354578852555,48.0
6408,0.4715980024968789,0.26420099875156056,0.26420099875156056,65.80330773774365,8.323902966079057,48.0
3145,0.463275039745628,0.268362480127186,0.268362480127186,65.75355450236967,8.442918127782143,48.0
6438,0.4457906182044113,0.2771046908977943,0.2771046908977943,68.98710762331838,8.944795298641862,53.0
4390,0.4660592255125285,0.2669703872437358,0.2669703872437358,65.2815699658703,11.384270100728173,55.0
3242,0.458975940777298,0.270512029611351,0.270512029611351,66.06271379703534,10.448742824607233,48.0
7792,0.43634496919917864,0.2818275154004107,0.2818275154004107,63.40938069216758,10.931042483697162,55.0
7035,0.47064676616915424,0.2646766169154229,0.2646766169154229,65.32706766917293,8.94996882032486,47.0
5858,0.45510413110276543,0.27244793444861726,0.27244793444861726,63.53884711779449,11.868235218100704,55.0
25030,0.4617658809428686,0.26911705952856574,0.26911705952856574,68.83269002375297,9.81466044386561,56.0
6275,0.47410358565737054,0.26294820717131473,0.26294820717131473,67.61575757575757,8.792089774786035,46.0
11354,0.45657917914391405,0.271710410428043,0.271710410428043,64.67520259319286,11.161443139909776,53.0
11396,0.4555984555984556,0.2722007722007722,0.2722007722007722,64.80399742101869,11.126678553770482,55.0
5553,0.47091662164595716,0.2645416891770214,0.2645416891770214,67.10483321987746,8.182393877120534,52.0
4908,0.4731051344743276,0.26344743276283616,0.26344743276283616,65.57308584686776,11.322603425339528,60.0
2277,0.4519104084321476,0.2740447957839262,0.2740447957839262,63.006410256410255,8.377126056106283,43.0
5556,0.4636429085673146,0.2681785457163427,0.2681785457163427,64.38523489932886,13.005287390619536,75.0
1540,0.474025974025974,0.262987012987013,0.262987012987013,62.85679012345679,8.702730354470285,48.0
26898,0.4355714179492899,0.28221429102535506,0.28221429102535506,61.10696877881702,11.215081151351768,75.0
26681,0.4366777856901915,0.2816611071549042,0.2816611071549042,61.252295409181635,11.192667307259258,75.0
27460,0.44231609613983974,0.2788419519300801,0.2788419519300801,61.03317226067651,11.376834321576075,75.0
27206,0.4396824229949276,0.2801587885025362,0.2801587885025362,61.01311991603254,11.394610169242291,75.0
25976,0.45826917154296276,0.2708654142285186,0.2708654142285186,61.152643547470156,11.32113076611527,75.0
27267,0.4426962995562401,0.27865185022187994,0.27865185022187994,61.22111081863648,11.31543317239806,75.0
26439,0.4404478232913499,0.27977608835432505,0.27977608835432505,61.330269027984315,11.171310669255986,75.0
27736,0.4524084222670897,0.27379578886645517,0.27379578886645517,60.71135106663155,11.648613101664269,75.0
26971,0.4420674057320826,0.2789662971339587,0.2789662971339587,61.139952153110045,11.201857415941728,75.0
26302,0.44696220819709526,0.27651889590145234,0.27651889590145234,61.17846830743847,11.237999683882641,75.0
26200,0.4445038167938931,0.2777480916030534,0.2777480916030534,61.39219458568091,11.240769970529826,75.0
26737,0.452743389310693,0.2736283053446535,0.2736283053446535,61.01667577911427,11.609087318091328,77.0
26113,0.4394362960977291,0.2802818519511355,0.2802818519511355,61.42396502254406,11.21174211087126,75.0
27222,0.44339137462346634,0.27830431268826683,0.27830431268826683,61.28247096092925,11.199470072409667,77.0
27320,0.4486822840409956,0.2756588579795022,0.2756588579795022,61.35068384012747,11.180030164950706,75.0
26799,0.4438598455166238,0.27807007724168814,0.27807007724168814,61.059983896940416,11.363180523281278,75.0
26882,0.4406666170671825,0.27966669146640877,0.27966669146640877,61.17358339984038,11.273714172362103,75.0
27092,0.4360696884689207,0.28196515576553965,0.28196515576553965,61.37164550333814,11.20009197604048,75.0
27787,0.44348076438622375,0.2782596178068881,0.2782596178068881,61.00323331608898,11.51727216366654,75.0
26959,0.4384064690826811,0.28079676545865945,0.28079676545865945,61.25336856010568,11.214364014567103,75.0
27542,0.4388207101880764,0.2805896449059618,0.2805896449059618,61.221014492753625,11.384936717609463,75.0
26916,0.43840095110714816,0.2807995244464259,0.2807995244464259,60.99206139190262,11.338716372516975,75.0
26646,0.43931546948885386,0.28034226525557304,0.28034226525557304,61.109638554216865,11.316992744053312,75.0
26729,0.44158030603464404,0.279209846982678,0.279209846982678,61.256733217204875,11.317083991846074,77.0
17042,0.44372726205844387,0.2781363689707781,0.2781363689707781,64.634388185654,11.456774337141372,79.0
16453,0.44131769282197775,0.2793411535890111,0.2793411535890111,64.64120974760661,11.476196226301958,77.0
16931,0.44031657905616917,0.2798417104719154,0.2798417104719154,64.78408611228366,11.41104417236223,77.0
15256,0.44297325642370217,0.27851337178814894,0.27851337178814894,76.91033184278653,16.07612243374046,75.0
14954,0.44723819713788954,0.27638090143105526,0.27638090143105526,76.77498185337527,15.905074182108027,75.0
16107,0.4371391320543863,0.28143043397280687,0.28143043397280687,76.08052062651666,16.575383886214016,75.0
22162,0.4570887104051981,0.271455644797401,0.271455644797401,75.77908909574468,15.110769029391427,82.0
44225,0.43005087620124366,0.2849745618993782,0.2849745618993782,64.54629850035705,17.956805302917978,83.0
44395,0.4324586102038518,0.2837706948980741,0.2837706948980741,64.45197650420701,17.806590083551626,83.0
26222,0.44741057127602774,0.2762947143619861,0.2762947143619861,60.150448585231196,16.970017855322116,79.0
25654,0.4516254775083808,0.2741872612458096,0.2741872612458096,60.098237133920954,16.931795132247693,79.0
26733,0.4523622489058467,0.2738188755470766,0.2738188755470766,59.75628415300547,17.128951663764624,79.0
26341,0.44808473482403854,0.27595763258798073,0.27595763258798073,60.22368964094098,17.059122430192502,82.0
12416,0.45924613402061853,0.27037693298969073,0.27037693298969073,74.19183795055109,14.33276654073816,70.0
10575,0.47290780141843974,0.26354609929078016,0.26354609929078016,65.6114101184069,14.342048365925526,79.0
12125,0.4599587628865979,0.270020618556701,0.270020618556701,74.26725717776421,14.302358823627992,69.0
12048,0.46198539176626824,0.26900730411686585,0.26900730411686585,74.19777846343722,14.158731484904575,69.0
12381,0.45432517567240127,0.27283741216379936,0.27283741216379936,74.26494967436354,14.523188110999362,71.0
11835,0.4577101816645543,0.2711449091677229,0.2711449091677229,74.06699906512932,14.352272312644548,69.0
10709,0.47539452796713044,0.2623027360164348,0.2623027360164348,65.5681737273051,14.42745191358612,79.0
10645,0.4724283701268201,0.2637858149365899,0.2637858149365899,65.56517094017094,14.416994879396533,79.0
44576,0.42803302225412776,0.2859834888729361,0.2859834888729361,64.59750549105742,17.484288075765754,83.0
44028,0.4272281275551921,0.28638593622240394,0.28638593622240394,64.46926798318661,17.809404879462928,83.0
43044,0.423798903447635,0.28810054827618253,0.28810054827618253,64.49117006693008,17.47716443710876,83.0
43334,0.4268703558406794,0.28656482207966033,0.28656482207966033,64.09937187952971,17.632007635999454,83.0
45250,0.4350939226519337,0.28245303867403315,0.28245303867403315,64.70636100461623,17.632050601750326,83.0
69109,0.453992967630844,0.27300351618457797,0.27300351618457797,68.64525361742726,15.603824488183998,78.0
14477,0.44587967120259725,0.2770601643987014,0.2770601643987014,77.36748940413862,15.79375233973581,75.0
14885,0.4438696674504535,0.27806516627477323,0.27806516627477323,76.81879681082387,16.00234110687337,76.0
15580,0.44441591784338896,0.2777920410783055,0.2777920410783055,76.71719038817005,16.304857929650332,74.0
14885,0.45112529392005374,0.27443735303997313,0.27443735303997313,77.00514075887394,15.998354352671742,75.0
15078,0.44462130256002125,0.2776893487199894,0.2776893487199894,76.82063529973728,16.24228645800312,75.0
14919,0.44312621489375964,0.2784368925531202,0.2784368925531202,77.04044294655753,15.768984062068746,78.0
15430,0.42812702527543745,0.2859364873622813,0.2859364873622813,72.9798277425204,15.690059599416655,76.0
15813,0.4311009928539809,0.2844495035730096,0.2844495035730096,73.30880391285015,15.893403746560699,79.0
17743,0.40821732514230963,0.29589133742884516,0.29589133742884516,68.05238095238096,15.896082747394658,81.0
18418,0.4204582473667065,0.2897708763166468,0.2897708763166468,68.42814315158328,16.06609155647964,78.0
34163,0.4304949799490677,0.28475251002546614,0.28475251002546614,67.45127467105263,16.835867468239005,86.0
35261,0.43087263548963445,0.2845636822551828,0.2845636822551828,67.86306557703807,16.847531910735235,79.0
34556,0.42475981016321335,0.28762009491839335,0.28762009491839335,67.67763356474494,16.70688317614806,79.0
35866,0.422795962750237,0.2886020186248815,0.2886020186248815,67.32653849869578,16.868355756772807,84.0
34766,0.43226140482080194,0.28386929758959906,0.28386929758959906,67.71597932921269,17.286693114846237,83.0
35103,0.4307039284391647,0.28464803578041764,0.28464803578041764,67.61829463570857,16.83799370470422,79.0
36033,0.4246385257957983,0.28768073710210085,0.28768073710210085,67.48552961605247,16.912559363777618,86.0
35185,0.4154327128037516,0.2922836435981242,0.2922836435981242,67.6022948269156,16.726613464804544,85.0
14836,0.4476947964410892,0.2761526017794554,0.2761526017794554,77.20063461069076,15.80176098013216,74.0
15286,0.4464215622137904,0.2767892188931048,0.2767892188931048,77.03994327582132,16.12904596527743,75.0
18788,0.44602938045560997,0.27698530977219504,0.27698530977219504,71.74269792467332,16.734466408360547,79.0
24543,0.4245202298007579,0.28773988509962106,0.28773988509962106,68.02931180968564,15.703465518519574,76.0
41382,0.4288337924701561,0.28558310376492196,0.28558310376492196,70.32162802504654,16.202080214364525,81.0
41447,0.4235529712645065,0.28822351436774674,0.28822351436774674,70.47112004018081,16.151889070433878,84.0
41777,0.4315053737702564,0.28424731311487184,0.28424731311487184,70.14105263157894,16.46267545396231,81.0
42540,0.4293370944992948,0.2853314527503526,0.2853314527503526,70.13519525457242,16.42731195502855,81.0
41094,0.42711831410911566,0.28644084294544214,0.28644084294544214,70.0738255033557,16.19952174507455,81.0
42315,0.42431761786600497,0.2878411910669975,0.2878411910669975,70.18538587848933,16.295847030271872,81.0
41665,0.4314652586103444,0.28426737069482777,0.28426737069482777,70.60089496791625,16.220139036940722,81.0
40656,0.4297520661157025,0.28512396694214875,0.28512396694214875,70.03899240855763,16.376412470048997,81.0
41372,0.4172387121724838,0.2913806439137581,0.2913806439137581,69.96200746578184,16.16835062581515,83.0
40412,0.4191824210630506,0.2904087894684747,0.2904087894684747,70.09117246080436,16.38300126738615,84.0
19284,0.4333125907488073,0.2833437046255963,0.2833437046255963,71.94637628111273,16.839345573478774,81.0
18804,0.4402254839395873,0.27988725803020637,0.27988725803020637,71.3230096902907,16.904246226207498,79.0
19431,0.4290566620348927,0.28547166898255366,0.28547166898255366,71.70849107625743,16.945206078019716,79.0
60344,0.4339122365106721,0.28304388174466394,0.28304388174466394,63.282669789227164,16.40507302560004,82.0
56822,0.4343036147970856,0.28284819260145716,0.28284819260145716,63.57093081134893,16.173079882068485,82.0
59057,0.431295189393298,0.284352405303351,0.284352405303351,63.289465848865596,16.29541034071782,82.0
59784,0.4307507025291048,0.2846246487354476,0.2846246487354476,64.0235660554772,16.43288116350946,82.0
57400,0.4321254355400697,0.28393728222996517,0.28393728222996517,63.38569149588906,16.270001318137183,82.0
57678,0.4331287492631506,0.2834356253684247,0.2834356253684247,63.503976021531685,16.34172694327429,83.0
58479,0.4302912156500624,0.2848543921749688,0.2848543921749688,63.735442430063635,16.248318983194626,82.0
7396,0.4691725256895619,0.26541373715521904,0.26541373715521904,67.08048904737646,14.140681760700916,75.0
7425,0.45966329966329966,0.27016835016835017,0.27016835016835017,67.27417746759721,14.321740969700617,79.0
41357,0.42665086926034285,0.28667456536982855,0.28667456536982855,70.01796558704453,16.227042262362872,81.0
43053,0.41760156086683853,0.29119921956658074,0.29119921956658074,69.53928372018824,16.584816731853813,84.0
27453,0.43488871890139513,0.28255564054930243,0.28255564054930243,69.18486528297022,14.995847919966206,78.0
27768,0.44173148948429847,0.27913425525785074,0.27913425525785074,69.27777061024383,15.091177581771412,78.0
27101,0.43972547138481977,0.2801372643075901,0.2801372643075901,69.16649104320337,15.218402786326987,78.0
26528,0.44647165259348615,0.27676417370325695,0.27676417370325695,69.18618904930537,15.219042106996598,79.0
8759,0.4236785021121133,0.2881607489439434,0.2881607489439434,63.259112519809825,16.02979274082498,77.0
24633,0.41882840092558765,0.2905857995372062,0.2905857995372062,64.85205364626991,15.714581621965719,84.0
23351,0.4061924542846131,0.2969037728576935,0.2969037728576935,64.74686282994375,16.127568864067708,83.0
15366,0.44774176753872186,0.27612911623063907,0.27612911623063907,71.92882394532171,12.774578006006886,72.0
15416,0.44551115723923196,0.277244421380384,0.277244421380384,72.1607393542349,12.933024369460082,72.0
15081,0.4410185000994629,0.27949074995026857,0.27949074995026857,71.87544483985765,12.889820609144463,72.0
15491,0.4443225098444258,0.2778387450777871,0.2778387450777871,72.06040892193309,12.846302370376746,72.0
15685,0.43959196684730634,0.2802040165763468,0.2802040165763468,72.06188850967008,12.723104907266654,73.0
11829,0.4631837010736326,0.2684081494631837,0.2684081494631837,74.10456692913385,14.458861367913592,70.0
27342,0.4294491990344525,0.2852754004827738,0.2852754004827738,69.4174358974359,16.22517365367917,84.0
26764,0.428336571513974,0.285831714243013,0.285831714243013,69.77529411764706,16.361611098053647,84.0
10626,0.46320346320346323,0.2683982683982684,0.2683982683982684,71.97931276297335,13.600539593250152,71.0
16179,0.4470610050064899,0.27646949749675503,0.27646949749675503,58.77531857813548,16.609191274111428,77.0
19220,0.4376690946930281,0.28116545265348597,0.28116545265348597,70.4559585492228,14.670880576383707,77.0
44790,0.4504576914489841,0.2747711542755079,0.2747711542755079,66.92882099618103,16.10281635300076,78.0
46104,0.4493319451674475,0.2753340274162763,0.2753340274162763,66.59059398140855,16.20336460410523,82.0
22406,0.4105150406141212,0.2947424796929394,0.2947424796929394,64.40884312537855,16.297906709373187,84.0
24941,0.4140571749328415,0.2929714125335792,0.2929714125335792,64.80990830710277,16.16624053562786,82.0
14451,0.45028025742163175,0.27485987128918415,0.27485987128918415,71.73136958710977,13.161139846218624,72.0
32136,0.4279312920089619,0.286034353995519,0.286034353995519,66.47312880765884,18.006228260826077,83.0
22041,0.46145819155210743,0.2692709042239463,0.2692709042239463,64.25779275484415,11.286015659511452,72.0
24224,0.4634247027741083,0.26828764861294585,0.26828764861294585,63.780889367595016,11.21670321022222,72.0
22554,0.46155892524607606,0.26922053737696194,0.26922053737696194,64.20734519104084,11.216488313183815,72.0
22514,0.45589411033134936,0.2720529448343253,0.2720529448343253,64.23689795918368,11.191886719250087,72.0
21275,0.45494712103407753,0.27252643948296124,0.27252643948296124,64.41134874094516,11.293322802409767,72.0
21912,0.4543629061701351,0.27281854691493246,0.27281854691493246,64.19889595182335,11.262140861328653,72.0
22552,0.4576977651649521,0.27115111741752396,0.27115111741752396,64.55715453802127,13.225305746922634,72.0
13922,0.457261887659819,0.2713690561700905,0.2713690561700905,63.60905240868184,13.14952058384129,72.0
23398,0.4617488674245662,0.2691255662877169,0.2691255662877169,64.55788470700334,13.307441616852778,72.0
23603,0.46184807016057283,0.2690759649197136,0.2690759649197136,64.53676586364352,13.24579097724817,72.0
14072,0.46674246731097213,0.26662876634451393,0.26662876634451393,63.94616204690831,13.232998151120457,72.0
23246,0.4576271186440678,0.2711864406779661,0.2711864406779661,64.57630076142132,13.23575339908999,72.0
19793,0.4554640529480119,0.272267973525994,0.272267973525994,63.96808313230655,13.180411011108111,72.0
23116,0.4569994808790448,0.2715002595604776,0.2715002595604776,64.6059592096877,13.263979944871034,72.0
13941,0.46345312387920523,0.2682734380603974,0.2682734380603974,63.84572192513369,13.227321238732388,72.0
14093,0.4533456325835521,0.27332718370822395,0.27332718370822395,63.650571131879545,13.141707767982927,72.0
23257,0.4635593584727179,0.26822032076364105,0.26822032076364105,64.69076627124078,13.281586016512284,72.0
21404,0.45365352270603626,0.2731732386469819,0.2731732386469819,63.94817855310416,12.950124015098428,72.0
23560,0.45865874363327674,0.27067062818336163,0.27067062818336163,64.52689352360044,13.238441499968168,72.0
14206,0.4588202168097987,0.27058989159510066,0.27058989159510066,63.61238293444329,13.119641273358148,72.0
14010,0.45310492505353317,0.2734475374732334,0.2734475374732334,63.705559906029755,13.20789208609271,72.0
17679,0.4494032467899768,0.2752983766050116,0.2752983766050116,59.30244503801109,11.29095563930832,63.0
17829,0.44270570418980315,0.2786471479050984,0.2786471479050984,59.45309983896941,11.220444018931722,63.0
17552,0.43972196900638105,0.2801390154968095,0.2801390154968095,59.38763473662802,11.2678229161933,63.0
17750,0.45577464788732397,0.27211267605633804,0.27211267605633804,59.55072463768116,11.307110136570337,63.0
17378,0.45298653469904476,0.2735067326504776,0.2735067326504776,59.71660004207869,11.288456819476064,63.0
17807,0.45527039928118157,0.27236480035940924,0.27236480035940924,59.51257731958763,11.235948684555293,63.0
11535,0.45366276549631557,0.2731686172518422,0.2731686172518422,65.11678832116789,13.169175104331092,71.0
11568,0.4612724757952974,0.2693637621023513,0.2693637621023513,65.17265725288831,13.267891381809504,71.0
11548,0.459300311742293,0.2703498441288535,0.2703498441288535,65.20435618193466,13.236497849590185,71.0
11742,0.46329415772440813,0.26835292113779596,0.26835292113779596,65.17708663916217,13.176067492680616,71.0
11616,0.45712809917355374,0.27143595041322316,0.27143595041322316,65.14716143355534,13.15849992335971,71.0
11677,0.45962147811938,0.27018926094031004,0.27018926094031004,65.21109350237718,13.186573055456194,71.0
9726,0.47953937898416615,0.26023031050791695,0.26023031050791695,57.39747135519558,9.085139759382905,50.0
9821,0.48050096731493736,0.2597495163425313,0.2597495163425313,57.341042728341826,9.223206564326798,50.0
10008,0.4790167865707434,0.2604916067146283,0.2604916067146283,57.1837360951285,9.317339104192863,50.0
9977,0.48601784103437906,0.25699107948281047,0.25699107948281047,57.34984399375975,9.130429270587973,50.0
9950,0.4822110552763819,0.25889447236180907,0.25889447236180907,57.294642857142854,9.127703506414985,50.0
9995,0.48574287143571787,0.2571285642821411,0.2571285642821411,57.18443579766537,9.310020906158881,50.0
9930,0.4827794561933535,0.25861027190332325,0.25861027190332325,57.32671339563863,9.12936805922779,51.0
9939,0.48123553677432335,0.2593822316128383,0.2593822316128383,57.304499612102404,9.154860418392836,50.0
10089,0.4833977599365646,0.25830112003171773,0.25830112003171773,57.19109746738296,9.268751781031481,50.0
9976,0.481355252606255,0.2593223736968725,0.2593223736968725,57.22033243138771,9.281085222768711,51.0
9795,0.47789688616641146,0.26105155691679427,0.26105155691679427,57.30465389127884,9.191647315630052,50.0
9713,0.48172552249562445,0.2591372387521878,0.2591372387521878,57.396503774334526,9.183562409397565,50.0
14348,0.45957624756063564,0.2702118762196822,0.2702118762196822,63.660820221821,13.144609267544372,72.0
21689,0.47235926045460835,0.26382036977269585,0.26382036977269585,61.65152044739602,12.175642307556375,72.0
10053,0.4879140555058192,0.25604297224709044,0.25604297224709044,57.32556332556332,9.145146978630407,50.0
28370,0.4548466690165668,0.2725766654917166,0.2725766654917166,63.05664037242985,12.381637682580065,72.0
28686,0.45973645680819913,0.27013177159590046,0.27013177159590046,62.90037424183765,12.718596248395766,72.0
28068,0.45974062989881714,0.27012968505059143,0.27012968505059143,63.03020311263519,12.454433346502991,72.0
8734,0.4756125486604076,0.2621937256697962,0.2621937256697962,57.04279475982533,12.876433334614,60.0
8720,0.4754587155963303,0.2622706422018349,0.2622706422018349,57.073895933537386,12.864170686259808,60.0
8802,0.48148148148148145,0.25925925925925924,0.25925925925925924,57.062664329535494,12.922645183766361,60.0
31966,0.45579678408308827,0.27210160795845584,0.27210160795845584,65.79420556449759,12.436528336374474,72.0
33470,0.4574843143113236,0.27125784284433824,0.27125784284433824,65.80019825972023,12.333997672445438,72.0
32245,0.4552953946348271,0.2723523026825864,0.2723523026825864,65.85709405602368,12.462549925823563,73.0
22125,0.44569491525423727,0.27715254237288134,0.27715254237288134,64.71559034572734,11.946267431237311,71.0
22673,0.45282935650332995,0.273585321748335,0.273585321748335,64.798807028857,11.948320330704863,71.0
22451,0.444657253574451,0.27767137321277446,0.27767137321277446,64.64035931985885,11.814166941386441,71.0
8290,0.46586248492159227,0.26706875753920384,0.26706875753920384,64.48193315266487,16.171321618080164,70.0
8647,0.4650167688215566,0.2674916155892217,0.2674916155892217,64.715953307393,16.395384676922394,71.0
8403,0.4692371771986195,0.2653814114006902,0.2653814114006902,64.30672645739911,16.08308304200214,70.0
31898,0.45965264279892154,0.2701736786005392,0.2701736786005392,65.90566256672082,13.149400827752059,72.0
10593,0.45133578778438593,0.27433210610780706,0.27433210610780706,67.09566414315209,13.4119879064831,68.0
33380,0.4604553624925105,0.26977231875374474,0.26977231875374474,66.05508051082732,13.129934856908285,71.0
26450,0.46729678638941397,0.266351606805293,0.266351606805293,65.68843151171043,13.17426522902884,71.0
15116,0.44257740142894947,0.2787112992855253,0.2787112992855253,61.128174697365296,13.278881484810341,68.0
24736,0.4570666235446313,0.2714666882276843,0.2714666882276843,64.52673119880863,12.118697834042406,71.0
15476,0.4388730938226932,0.2805634530886534,0.2805634530886534,64.69461077844312,10.960200327706104,62.0
13945,0.4485478666188598,0.2757260666905701,0.2757260666905701,66.10247074122236,13.140133250002359,71.0
